fecha_ini,file_input,file_ext,names,radar_id,range,volumen,estrategia,variable,config,state,file_output
2021-04-09 18:28:11,/data/OBS/radar/RMA10/2021/04/09/18/2811/RMA10_0211_01_DBZH_20210409T182811Z.H5,H5,RMA10_0211_01_DBZH_20210409T182811Z.H5,RMA10,240,01,0211,reflectivity,tiempoReal,P,/data/OBS/qc-radar//cfrad.20210409_182811.RMA10_0211_01.nc
2021-04-09 18:51:01,/data/OBS/radar/RMA10/2021/04/09/18/5101/RMA10_0211_01_DBZH_20210409T185101Z.H5,H5,RMA10_0211_01_DBZH_20210409T185101Z.H5,RMA10,240,01,0211,reflectivity,tiempoReal,P,/data/OBS/qc-radar//cfrad.20210409_185101.RMA10_0211_01.nc
2021-04-09 18:39:39,/data/OBS/radar/RMA10/2021/04/09/18/3939/RMA10_0211_01_DBZH_20210409T183939Z.H5,H5,RMA10_0211_01_DBZH_20210409T183939Z.H5,RMA10,240,01,0211,reflectivity,tiempoReal,P,/data/OBS/qc-radar//cfrad.20210409_183939.RMA10_0211_01.nc
2021-04-09 18:39:13,/data/OBS/radar/RMA3/2021/04/09/18/3913/RMA3_0200_01_DBZH_20210409T183913Z.H5,H5,RMA3_0200_01_DBZH_20210409T183913Z.H5,RMA3,240,01,0200,reflectivity,tiempoReal,P,/data/OBS/qc-radar//cfrad.20210409_183913.RMA3_0200_01.nc
2021-04-09 18:47:55,/data/OBS/radar/RMA3/2021/04/09/18/4755/RMA3_0200_01_DBZH_20210409T184755Z.H5,H5,RMA3_0200_01_DBZH_20210409T184755Z.H5,RMA3,240,01,0200,reflectivity,tiempoReal,P,/data/OBS/qc-radar//cfrad.20210409_184755.RMA3_0200_01.nc
2021-04-09 18:29:42,/data/OBS/radar/RMA3/2021/04/09/18/2942/RMA3_0200_01_DBZH_20210409T182942Z.H5,H5,RMA3_0200_01_DBZH_20210409T182942Z.H5,RMA3,240,01,0200,reflectivity,tiempoReal,P,/data/OBS/qc-radar//cfrad.20210409_182942.RMA3_0200_01.nc
2021-04-09 18:30:19,/data/OBS/radar/PER/240/2021040918301900dBZ.vol,vol,2021040918301900dBZ.vol,PER,240,IN,0240,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183019.PER_0240_IN.nc
2021-04-09 18:40:19,/data/OBS/radar/PER/240/2021040918401900dBZ.vol,vol,2021040918401900dBZ.vol,PER,240,IN,0240,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_184019.PER_0240_IN.nc
2021-04-09 18:50:19,/data/OBS/radar/PER/240/2021040918501900dBZ.vol,vol,2021040918501900dBZ.vol,PER,240,IN,0240,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_185019.PER_0240_IN.nc
2021-04-09 18:45:52,/data/OBS/radar/PER/120/2021040918455200dBZ.vol,vol,2021040918455200dBZ.vol,PER,120,IN,0120,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_184552.PER_0120_IN.nc
2021-04-09 18:55:53,/data/OBS/radar/PER/120/2021040918555300dBZ.vol,vol,2021040918555300dBZ.vol,PER,120,IN,0120,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_185553.PER_0120_IN.nc
2021-04-09 18:35:53,/data/OBS/radar/PER/120/2021040918355300dBZ.vol,vol,2021040918355300dBZ.vol,PER,120,IN,0120,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183553.PER_0120_IN.nc
2021-04-09 18:50:50,/data/OBS/radar/RMA5/2021/04/09/18/5050/RMA5_0200_01_DBZH_20210409T185050Z.H5,H5,RMA5_0200_01_DBZH_20210409T185050Z.H5,RMA5,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_185050.RMA5_0200_01.nc
2021-04-09 18:32:33,/data/OBS/radar/RMA5/2021/04/09/18/3233/RMA5_0200_01_DBZH_20210409T183233Z.H5,H5,RMA5_0200_01_DBZH_20210409T183233Z.H5,RMA5,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183233.RMA5_0200_01.nc
2021-04-09 18:42:03,/data/OBS/radar/RMA5/2021/04/09/18/4203/RMA5_0200_01_DBZH_20210409T184203Z.H5,H5,RMA5_0200_01_DBZH_20210409T184203Z.H5,RMA5,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_184203.RMA5_0200_01.nc
2021-04-09 18:48:10,/data/OBS/radar/RMA1/2021/04/09/18/4810/RMA1_0301_01_DBZH_20210409T184810Z.H5,H5,RMA1_0301_01_DBZH_20210409T184810Z.H5,RMA1,240,01,0301,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_184810.RMA1_0301_01.nc
2021-04-09 18:39:03,/data/OBS/radar/RMA1/2021/04/09/18/3903/RMA1_0301_01_DBZH_20210409T183903Z.H5,H5,RMA1_0301_01_DBZH_20210409T183903Z.H5,RMA1,240,01,0301,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183903.RMA1_0301_01.nc
2021-04-09 18:30:48,/data/OBS/radar/RMA1/2021/04/09/18/3048/RMA1_0301_01_DBZH_20210409T183048Z.H5,H5,RMA1_0301_01_DBZH_20210409T183048Z.H5,RMA1,240,01,0301,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183048.RMA1_0301_01.nc
2021-04-09 18:30:02,/data/OBS/radar/PAR/240/2021040918300200dBZ.vol,vol,2021040918300200dBZ.vol,PAR,240,IN,0240,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183002.PAR_0240_IN.nc
2021-04-09 18:40:02,/data/OBS/radar/PAR/240/2021040918400200dBZ.vol,vol,2021040918400200dBZ.vol,PAR,240,IN,0240,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_184002.PAR_0240_IN.nc
2021-04-09 18:30:02,/data/OBS/radar/PAR/240/2021040918300200RhoHV.vol,vol,2021040918300200RhoHV.vol,PAR,240,IN,0240,cross_correlation_ratio,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183002.PAR_0240_IN.nc
2021-04-09 18:40:02,/data/OBS/radar/PAR/240/2021040918400200RhoHV.vol,vol,2021040918400200RhoHV.vol,PAR,240,IN,0240,cross_correlation_ratio,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_184002.PAR_0240_IN.nc
2021-04-09 18:50:02,/data/OBS/radar/PAR/240/2021040918500200dBZ.vol,vol,2021040918500200dBZ.vol,PAR,240,IN,0240,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_185002.PAR_0240_IN.nc
2021-04-09 18:50:02,/data/OBS/radar/PAR/240/2021040918500200RhoHV.vol,vol,2021040918500200RhoHV.vol,PAR,240,IN,0240,cross_correlation_ratio,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_185002.PAR_0240_IN.nc
2021-04-09 18:44:30,/data/OBS/radar/PAR/120/2021040918443000RhoHV.vol,vol,2021040918443000RhoHV.vol,PAR,120,IN,0120,cross_correlation_ratio,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_184430.PAR_0120_IN.nc
2021-04-09 18:44:30,/data/OBS/radar/PAR/120/2021040918443000dBZ.vol,vol,2021040918443000dBZ.vol,PAR,120,IN,0120,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_184430.PAR_0120_IN.nc
2021-04-09 18:34:31,/data/OBS/radar/PAR/120/2021040918343100dBZ.vol,vol,2021040918343100dBZ.vol,PAR,120,IN,0120,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183431.PAR_0120_IN.nc
2021-04-09 18:34:31,/data/OBS/radar/PAR/120/2021040918343100RhoHV.vol,vol,2021040918343100RhoHV.vol,PAR,120,IN,0120,cross_correlation_ratio,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183431.PAR_0120_IN.nc
2021-04-09 18:54:31,/data/OBS/radar/PAR/120/2021040918543100dBZ.vol,vol,2021040918543100dBZ.vol,PAR,120,IN,0120,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_185431.PAR_0120_IN.nc
2021-04-09 18:54:31,/data/OBS/radar/PAR/120/2021040918543100RhoHV.vol,vol,2021040918543100RhoHV.vol,PAR,120,IN,0120,cross_correlation_ratio,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_185431.PAR_0120_IN.nc
2021-04-09 18:36:20,/data/OBS/radar/RMA6/2021/04/09/18/3620/RMA6_0200_01_DBZH_20210409T183620Z.H5,H5,RMA6_0200_01_DBZH_20210409T183620Z.H5,RMA6,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183620.RMA6_0200_01.nc
2021-04-09 18:27:28,/data/OBS/radar/RMA6/2021/04/09/18/2728/RMA6_0200_01_DBZH_20210409T182728Z.H5,H5,RMA6_0200_01_DBZH_20210409T182728Z.H5,RMA6,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_182728.RMA6_0200_01.nc
2021-04-09 18:36:09,/data/OBS/radar/RMA7/2021/04/09/18/3609/RMA7_0200_01_DBZH_20210409T183609Z.H5,H5,RMA7_0200_01_DBZH_20210409T183609Z.H5,RMA7,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183609.RMA7_0200_01.nc
2021-04-09 18:44:51,/data/OBS/radar/RMA7/2021/04/09/18/4451/RMA7_0200_01_DBZH_20210409T184451Z.H5,H5,RMA7_0200_01_DBZH_20210409T184451Z.H5,RMA7,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_184451.RMA7_0200_01.nc
2021-04-09 18:26:40,/data/OBS/radar/RMA7/2021/04/09/18/2640/RMA7_0200_01_DBZH_20210409T182640Z.H5,H5,RMA7_0200_01_DBZH_20210409T182640Z.H5,RMA7,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_182640.RMA7_0200_01.nc
2021-04-09 18:30:03,/data/OBS/radar/ANG/240/2021040918300300dBZ.vol,vol,2021040918300300dBZ.vol,ANG,240,IN,0240,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183003.ANG_0240_IN.nc
2021-04-09 18:50:03,/data/OBS/radar/ANG/240/2021040918500300RhoHV.vol,vol,2021040918500300RhoHV.vol,ANG,240,IN,0240,cross_correlation_ratio,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_185003.ANG_0240_IN.nc
2021-04-09 18:40:06,/data/OBS/radar/ANG/240/2021040918400600dBZ.vol,vol,2021040918400600dBZ.vol,ANG,240,IN,0240,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_184006.ANG_0240_IN.nc
2021-04-09 18:40:06,/data/OBS/radar/ANG/240/2021040918400600RhoHV.vol,vol,2021040918400600RhoHV.vol,ANG,240,IN,0240,cross_correlation_ratio,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_184006.ANG_0240_IN.nc
2021-04-09 18:50:03,/data/OBS/radar/ANG/240/2021040918500300dBZ.vol,vol,2021040918500300dBZ.vol,ANG,240,IN,0240,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_185003.ANG_0240_IN.nc
2021-04-09 18:30:03,/data/OBS/radar/ANG/240/2021040918300300RhoHV.vol,vol,2021040918300300RhoHV.vol,ANG,240,IN,0240,cross_correlation_ratio,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183003.ANG_0240_IN.nc
2021-04-09 18:34:26,/data/OBS/radar/ANG/120/2021040918342600RhoHV.vol,vol,2021040918342600RhoHV.vol,ANG,120,IN,0120,cross_correlation_ratio,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183426.ANG_0120_IN.nc
2021-04-09 18:54:26,/data/OBS/radar/ANG/120/2021040918542600dBZ.vol,vol,2021040918542600dBZ.vol,ANG,120,IN,0120,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_185426.ANG_0120_IN.nc
2021-04-09 18:44:29,/data/OBS/radar/ANG/120/2021040918442900RhoHV.vol,vol,2021040918442900RhoHV.vol,ANG,120,IN,0120,cross_correlation_ratio,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_184429.ANG_0120_IN.nc
2021-04-09 18:44:29,/data/OBS/radar/ANG/120/2021040918442900dBZ.vol,vol,2021040918442900dBZ.vol,ANG,120,IN,0120,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_184429.ANG_0120_IN.nc
2021-04-09 18:54:26,/data/OBS/radar/ANG/120/2021040918542600RhoHV.vol,vol,2021040918542600RhoHV.vol,ANG,120,IN,0120,cross_correlation_ratio,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_185426.ANG_0120_IN.nc
2021-04-09 18:34:26,/data/OBS/radar/ANG/120/2021040918342600dBZ.vol,vol,2021040918342600dBZ.vol,ANG,120,IN,0120,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183426.ANG_0120_IN.nc
2021-04-09 18:44:44,/data/OBS/radar/RMA8/2021/04/09/18/4444/RMA8_0200_01_DBZH_20210409T184444Z.H5,H5,RMA8_0200_01_DBZH_20210409T184444Z.H5,RMA8,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_184444.RMA8_0200_01.nc
2021-04-09 18:26:26,/data/OBS/radar/RMA8/2021/04/09/18/2626/RMA8_0200_01_DBZH_20210409T182626Z.H5,H5,RMA8_0200_01_DBZH_20210409T182626Z.H5,RMA8,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_182626.RMA8_0200_01.nc
2021-04-09 18:53:31,/data/OBS/radar/RMA8/2021/04/09/18/5331/RMA8_0200_01_DBZH_20210409T185331Z.H5,H5,RMA8_0200_01_DBZH_20210409T185331Z.H5,RMA8,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_185331.RMA8_0200_01.nc
2021-04-09 18:35:13,/data/OBS/radar/RMA8/2021/04/09/18/3513/RMA8_0200_01_DBZH_20210409T183513Z.H5,H5,RMA8_0200_01_DBZH_20210409T183513Z.H5,RMA8,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183513.RMA8_0200_01.nc
2021-04-09 18:25:21,/data/OBS/radar/RMA11/2021/04/09/18/2521/RMA11_0200_01_DBZH_20210409T182521Z.H5,H5,RMA11_0200_01_DBZH_20210409T182521Z.H5,RMA11,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_182521.RMA11_0200_01.nc
2021-04-09 18:34:09,/data/OBS/radar/RMA11/2021/04/09/18/3409/RMA11_0200_01_DBZH_20210409T183409Z.H5,H5,RMA11_0200_01_DBZH_20210409T183409Z.H5,RMA11,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183409.RMA11_0200_01.nc
2021-04-09 18:52:32,/data/OBS/radar/RMA11/2021/04/09/18/5232/RMA11_0200_01_DBZH_20210409T185232Z.H5,H5,RMA11_0200_01_DBZH_20210409T185232Z.H5,RMA11,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_185232.RMA11_0200_01.nc
2021-04-09 18:43:44,/data/OBS/radar/RMA11/2021/04/09/18/4344/RMA11_0200_01_DBZH_20210409T184344Z.H5,H5,RMA11_0200_01_DBZH_20210409T184344Z.H5,RMA11,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_184344.RMA11_0200_01.nc
2021-04-09 18:28:45,/data/OBS/radar/RMA9/2021/04/09/18/2845/RMA9_0200_01_DBZH_20210409T182845Z.H5,H5,RMA9_0200_01_DBZH_20210409T182845Z.H5,RMA9,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_182845.RMA9_0200_01.nc
2021-04-09 18:37:37,/data/OBS/radar/RMA9/2021/04/09/18/3737/RMA9_0200_01_DBZH_20210409T183737Z.H5,H5,RMA9_0200_01_DBZH_20210409T183737Z.H5,RMA9,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183737.RMA9_0200_01.nc
2021-04-09 18:41:36,/data/OBS/radar/RMA2/2021/04/09/18/4136/RMA2_0200_01_DBZH_20210409T184136Z.H5,H5,RMA2_0200_01_DBZH_20210409T184136Z.H5,RMA2,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_184136.RMA2_0200_01.nc
2021-04-09 18:50:23,/data/OBS/radar/RMA2/2021/04/09/18/5023/RMA2_0200_01_DBZH_20210409T185023Z.H5,H5,RMA2_0200_01_DBZH_20210409T185023Z.H5,RMA2,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_185023.RMA2_0200_01.nc
2021-04-09 18:32:50,/data/OBS/radar/RMA2/2021/04/09/18/3250/RMA2_0200_01_DBZH_20210409T183250Z.H5,H5,RMA2_0200_01_DBZH_20210409T183250Z.H5,RMA2,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183250.RMA2_0200_01.nc
2021-04-09 18:24:02,/data/OBS/radar/RMA2/2021/04/09/18/2402/RMA2_0200_01_DBZH_20210409T182402Z.H5,H5,RMA2_0200_01_DBZH_20210409T182402Z.H5,RMA2,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_182402.RMA2_0200_01.nc
2021-04-09 18:28:11,/data/OBS/radar/RMA10/2021/04/09/18/2811/RMA10_0211_01_DBZH_20210409T182811Z.H5,H5,RMA10_0211_01_DBZH_20210409T182811Z.H5,RMA10,240,01,0211,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_182811.RMA10_0211_01.nc
2021-04-09 18:51:01,/data/OBS/radar/RMA10/2021/04/09/18/5101/RMA10_0211_01_DBZH_20210409T185101Z.H5,H5,RMA10_0211_01_DBZH_20210409T185101Z.H5,RMA10,240,01,0211,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_185101.RMA10_0211_01.nc
2021-04-09 18:39:39,/data/OBS/radar/RMA10/2021/04/09/18/3939/RMA10_0211_01_DBZH_20210409T183939Z.H5,H5,RMA10_0211_01_DBZH_20210409T183939Z.H5,RMA10,240,01,0211,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183939.RMA10_0211_01.nc
2021-04-09 18:39:13,/data/OBS/radar/RMA3/2021/04/09/18/3913/RMA3_0200_01_DBZH_20210409T183913Z.H5,H5,RMA3_0200_01_DBZH_20210409T183913Z.H5,RMA3,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_183913.RMA3_0200_01.nc
2021-04-09 18:47:55,/data/OBS/radar/RMA3/2021/04/09/18/4755/RMA3_0200_01_DBZH_20210409T184755Z.H5,H5,RMA3_0200_01_DBZH_20210409T184755Z.H5,RMA3,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_184755.RMA3_0200_01.nc
2021-04-09 18:29:42,/data/OBS/radar/RMA3/2021/04/09/18/2942/RMA3_0200_01_DBZH_20210409T182942Z.H5,H5,RMA3_0200_01_DBZH_20210409T182942Z.H5,RMA3,240,01,0200,reflectivity,asimilacion,P,/data/OBS/qc-radar/asimilacion/cfrad.20210409_182942.RMA3_0200_01.nc
